CIK,Ticker,Company Name,Sector,Year,filingDate,form,AI Washing Index_flash1_5,AI Washing Index_flash2_5,AI Washing Index_gpt4o,Disclosure Sentiment_flash1_5,Disclosure Sentiment_flash2_5,Disclosure Sentiment_gpt4o,Forward-Looking_flash1_5,Forward-Looking_flash2_5,Forward-Looking_gpt4o,Key AI Terms_flash1_5,Key AI Terms_flash2_5,Key AI Terms_gpt4o,Overall Summary_flash1_5,Overall Summary_flash2_5,Overall Summary_gpt4o,Risk - External Threats_flash1_5,Risk - External Threats_flash2_5,Risk - External Threats_gpt4o,Risk - Non-Adoption_flash1_5,Risk - Non-Adoption_flash2_5,Risk - Non-Adoption_gpt4o,Risk - Own Adoption_flash1_5,Risk - Own Adoption_flash2_5,Risk - Own Adoption_gpt4o,Strategic Depth_flash1_5,Strategic Depth_flash2_5,Strategic Depth_gpt4o,Talent & Investment_flash1_5,Talent & Investment_flash2_5,Talent & Investment_gpt4o
0000062996,MAS,MASCO CORP /DE/,Industrials,2023,2024-02-08,10-K,E,E,E,C,E,E,D,D,D,,,,"Masco Corp shows a strong focus on talent development and investment, particularly emphasizing diversity and leadership initiatives.  However, there is no mention of AI strategy, adoption, or specific AI-related plans or risks, suggesting a limited current engagement with AI.","Masco Corp's 10-K filing does not contain any explicit mentions of Artificial Intelligence, machine learning, or related advanced technologies. The company discusses general technology, cybersecurity, innovation, and human capital, but none are specifically linked to AI, indicating a very low level of disclosed AI engagement.","Masco Corp demonstrates a cautious approach towards AI, with no explicit mention of AI strategies or investments, indicating a potential lack of focus on AI integration in their operations.",C,C,C,C,C,C,C,C,C,E,E,E,B,D,D
0000063276,MAT,MATTEL INC /DE/,Consumer Discretionary,2020,2021-02-25,10-K,E,E,E,C,E,C,D,D,D,,,,"Mattel's 10-K filing reveals no explicit AI strategy or adoption, focusing instead on traditional toy manufacturing and brand management.  While there's no direct mention of AI risks or opportunities, the company highlights challenges related to technological advancements in the toy industry and the need to adapt to evolving consumer preferences.","Mattel's 10-K filing does not explicitly mention Artificial Intelligence (AI) in its strategic discussions, risk factors, or future plans. While it acknowledges the increasing importance of 'sophisticated technology' in its products and the need to adapt to evolving consumer preferences and technological trends, there is no indication of specific AI adoption, investment, or associated risks.","Mattel demonstrates a cautious approach towards AI, acknowledging the importance of technology in their products but lacking specific strategic depth or detailed future plans related to AI adoption.",C,C,C,B,B,C,C,C,C,E,E,D,D,D,D
0000063276,MAT,MATTEL INC /DE/,Consumer Discretionary,2021,2022-02-28,10-K,E,E,E,C,E,C,D,D,D,,,,"Mattel's 10-K filing reveals no explicit AI strategy or adoption, focusing instead on traditional toy manufacturing and marketing challenges.  While there's no direct mention of AI initiatives, the company acknowledges the increasing importance of technology in toys and entertainment, suggesting a potential future need for AI integration.","Mattel's disclosures do not explicitly mention Artificial Intelligence. The company acknowledges the increasing importance of 'sophisticated technology' in its products and the risk of not anticipating technology trends, but this discussion is generic and does not indicate any specific AI strategy, adoption, or related risks/investments.","Mattel demonstrates a cautious approach towards AI, acknowledging the importance of technology in its product offerings while lacking specific strategic depth or detailed future plans related to AI adoption.",C,C,C,B,B,C,C,C,C,E,D,D,D,D,D
0000063276,MAT,MATTEL INC /DE/,Consumer Discretionary,2022,2023-02-22,10-K,E,E,E,E,E,C,D,D,D,,,,"Mattel's 10-K filing reveals no explicit AI strategy or initiatives.  The company focuses on traditional toy manufacturing and entertainment, with risk factors primarily related to market conditions, supply chain, and economic factors, showing no significant AI integration or forward-looking AI plans.","Mattel's 10-K filing indicates a very low level of disclosed AI preparedness, with no explicit mentions of Artificial Intelligence in its strategy, operations, or risk factors. The company acknowledges general technological shifts and the importance of adapting to 'sophisticated technology' trends, but does not specify AI as a distinct area of focus or concern.","Mattel demonstrates a cautious approach towards AI, acknowledging the importance of technology in their products but lacking specific strategic depth or detailed future plans related to AI adoption.",C,C,C,C,B,C,C,C,C,E,E,D,D,D,D
0000063276,MAT,MATTEL INC /DE/,Consumer Discretionary,2023,2024-03-15,10-K,E,E,C,C,D,C,D,D,D,"artificial intelligence, machine learning, AI","machine learning, artificial intelligence, AI","artificial intelligence, machine learning","Mattel's AI preparedness is currently in an exploratory phase, with mentions of AI's use in product development and the acknowledgment of competitive pressures related to AI adoption.  However, there's no detailed strategy or significant investment in AI talent or infrastructure evident in the provided text.","Mattel acknowledges AI and machine learning as intensifying trends in the toy industry, primarily within its risk factors, indicating an awareness of the competitive threat of not adapting to sophisticated technology. However, the company does not disclose specific strategies, investments, or positive applications of AI within its own operations or products, nor does it detail risks from its own AI adoption or external AI threats.","Mattel demonstrates a cautious approach towards AI, acknowledging its importance in product innovation while facing significant competitive and operational challenges. The company has not fully integrated AI into its strategic framework, indicating a need for more explicit planning and investment in AI capabilities.",C,C,C,B,A,B,C,C,C,C,C,D,D,D,D
0000063296,MATW,MATTHEWS INTERNATIONAL CORP,Consumer Discretionary,2020,2020-11-20,10-K,E,E,E,E,E,C,D,D,D,,,,"Matthews International Corp shows no explicit AI strategy or adoption in its 10-K filing.  The company focuses on operational efficiency and cost reduction, with no mention of AI-specific talent acquisition or investment.","Matthews International Corp's 10-K filing contains no explicit mentions of Artificial Intelligence (AI) in its strategic discussions, risk factors, or future plans. The company's disclosures focus on traditional business operations, general technological development, and industrial automation, indicating a lack of current engagement or strategic focus on AI.","Matthews International Corp shows limited engagement with AI, primarily focusing on operational improvements and cost reductions without a clear strategic emphasis on AI technologies or talent investment.",C,C,C,C,C,C,C,C,C,E,E,E,D,D,D
0000063296,MATW,MATTHEWS INTERNATIONAL CORP,Consumer Discretionary,2021,2021-11-19,10-K,E,E,E,E,E,C,D,D,D,,,,"Matthews International Corp shows no explicit AI strategy or adoption in its 10-K filing.  The company focuses on operational efficiency and cost reduction, with no mention of AI-specific talent acquisition or investment.","Matthews International Corp's disclosures indicate no explicit engagement with Artificial Intelligence in its strategy, operations, or risk assessments. The company's focus remains on traditional business factors, general technological development, and broad operational efficiencies, without any specific mention of AI adoption or its implications.","Matthews International Corp demonstrates a cautious approach towards AI, with limited explicit strategies or investments in AI technologies, reflecting a need for more robust engagement in this area.",C,C,C,C,C,C,C,C,C,E,E,E,D,D,D
0000063296,MATW,MATTHEWS INTERNATIONAL CORP,Consumer Discretionary,2022,2022-11-18,10-K,E,E,E,E,E,C,D,D,D,,,,"Matthews International Corp shows no explicit AI strategy or adoption in its 10-K filing.  The company focuses on operational efficiency and risk mitigation, with no mention of AI talent acquisition or investment.","The company's disclosures do not contain any explicit mentions of Artificial Intelligence, its strategic integration, associated risks, or future plans. The text focuses on traditional business risks, operational improvements, and financial performance.","Matthews International Corp shows limited engagement with AI, primarily focusing on operational risks and financial performance without a clear strategic direction or investment in AI technologies.",B,C,C,C,C,C,C,C,C,E,E,E,D,D,D
0000063296,MATW,MATTHEWS INTERNATIONAL CORP,Consumer Discretionary,2023,2023-11-17,10-K,E,E,E,E,E,E,D,D,D,,,,"Matthews International Corp shows no explicit AI strategy or adoption in its 10-K filing.  The company focuses on operational efficiency and risk mitigation, with no mention of AI talent acquisition or investment.","Matthews International Corp's 10-K filing does not explicitly mention Artificial Intelligence, machine learning, or related advanced technologies. Its disclosures focus on traditional business risks, operational efficiencies, and general technological development, indicating a lack of explicit engagement with AI as a strategic factor, risk, or investment area.","Matthews International Corp demonstrates a cautious approach towards AI, with limited strategic depth and no explicit mention of AI initiatives or investments, indicating a need for further development in this area.",B,C,C,C,C,C,C,C,C,E,E,E,D,D,D
0000064996,MCY,MERCURY GENERAL CORP,Financials,2020,2021-02-16,10-K,E,E,E,E,E,C,D,D,D,,,,"Mercury General Corp shows no explicit AI strategy or adoption in its 10-K filing.  The company's focus remains on traditional insurance operations and risk management, with no mention of AI initiatives, investments, or future plans.","Mercury General Corp's disclosures indicate a very low level of explicit AI preparedness. The company does not mention its own AI strategy, adoption, or investment, and only implicitly acknowledges AI-driven industry changes as a competitive risk, without detailing its response.","Mercury General Corp demonstrates a cautious approach towards AI, with limited strategic depth and no explicit forward-looking statements regarding AI initiatives, indicating a need for improvement in AI integration and investment.",C,C,C,C,B,C,C,C,C,E,E,E,D,D,D
